english,synonym,source
responsibility,province,Open English WordNet 2025 synset
responsibility,responsibleness,Open English WordNet 2025 synset
responsible,creditworthy,Open English WordNet 2025 synset
responsible,responsible for,Open English WordNet 2025 synset
responsible for,responsible,Open English WordNet 2025 synset
responsibleness,responsibility,Open English WordNet 2025 synset
responsive,antiphonal,Open English WordNet 2025 synset
responsive,reactive,Open English WordNet 2025 synset
rest,balance,Open English WordNet 2025 synset
rest,breathe,Open English WordNet 2025 synset
rest,catch one's breath,Open English WordNet 2025 synset
rest,ease,Open English WordNet 2025 synset
rest,eternal rest,Open English WordNet 2025 synset
rest,eternal sleep,Open English WordNet 2025 synset
rest,quietus,Open English WordNet 2025 synset
rest,relaxation,Open English WordNet 2025 synset
rest,relief,Open English WordNet 2025 synset
rest,remain,Open English WordNet 2025 synset
rest,remainder,Open English WordNet 2025 synset
rest,repose,Open English WordNet 2025 synset
rest,reside,Open English WordNet 2025 synset
rest,residual,Open English WordNet 2025 synset
rest,residue,Open English WordNet 2025 synset
rest,residuum,Open English WordNet 2025 synset
rest,respite,Open English WordNet 2025 synset
rest,rest period,Open English WordNet 2025 synset
rest,sleep,Open English WordNet 2025 synset
rest,stay,Open English WordNet 2025 synset
rest,take a breather,Open English WordNet 2025 synset
rest home,home,Open English WordNet 2025 synset
rest home,nursing home,Open English WordNet 2025 synset
rest period,relief,Open English WordNet 2025 synset
rest period,respite,Open English WordNet 2025 synset
rest period,rest,Open English WordNet 2025 synset
restate,ingeminate,Open English WordNet 2025 synset
restate,iterate,Open English WordNet 2025 synset
restate,reiterate,Open English WordNet 2025 synset
restate,repeat,Open English WordNet 2025 synset
restate,retell,Open English WordNet 2025 synset
restaurant,eatery,Open English WordNet 2025 synset
restaurant,eating house,Open English WordNet 2025 synset
restaurant,eating place,Open English WordNet 2025 synset
restful,relaxing,Open English WordNet 2025 synset
restful,reposeful,Open English WordNet 2025 synset
restfully,quietly,Open English WordNet 2025 synset
restitute,renovate,Open English WordNet 2025 synset
restitute,restore,Open English WordNet 2025 synset
restitution,amends,Open English WordNet 2025 synset
restitution,damages,Open English WordNet 2025 synset
restitution,indemnification,Open English WordNet 2025 synset
restitution,indemnity,Open English WordNet 2025 synset
restitution,redress,Open English WordNet 2025 synset
restitution,regaining,Open English WordNet 2025 synset
restitution,restoration,Open English WordNet 2025 synset
restitution,return,Open English WordNet 2025 synset
restive,edgy,Open English WordNet 2025 synset
restive,high-strung,Open English WordNet 2025 synset
restive,highly strung,Open English WordNet 2025 synset
restive,jittery,Open English WordNet 2025 synset
restive,jumpy,Open English WordNet 2025 synset
restive,nervy,Open English WordNet 2025 synset
restive,overstrung,Open English WordNet 2025 synset
restive,uptight,Open English WordNet 2025 synset
restless,antsy,Open English WordNet 2025 synset
restless,fidgety,Open English WordNet 2025 synset
restless,fretful,Open English WordNet 2025 synset
restless,itchy,Open English WordNet 2025 synset
restless,uneasy,Open English WordNet 2025 synset
restless,ungratified,Open English WordNet 2025 synset
restless,unsatisfied,Open English WordNet 2025 synset
restlessness,impatience,Open English WordNet 2025 synset
restlessness,queasiness,Open English WordNet 2025 synset
restlessness,uneasiness,Open English WordNet 2025 synset
restoration,refurbishment,Open English WordNet 2025 synset
restoration,regaining,Open English WordNet 2025 synset
restoration,renovation,Open English WordNet 2025 synset
restoration,restitution,Open English WordNet 2025 synset
restoration,return,Open English WordNet 2025 synset
restorative,tonic,Open English WordNet 2025 synset
restore,bushel,Open English WordNet 2025 synset
restore,doctor,Open English WordNet 2025 synset
restore,fix,Open English WordNet 2025 synset
restore,furbish up,Open English WordNet 2025 synset
restore,mend,Open English WordNet 2025 synset
restore,reconstruct,Open English WordNet 2025 synset
restore,reestablish,Open English WordNet 2025 synset
restore,regenerate,Open English WordNet 2025 synset
restore,reinstate,Open English WordNet 2025 synset
restore,rejuvenate,Open English WordNet 2025 synset
restore,repair,Open English WordNet 2025 synset
restore,restitute,Open English WordNet 2025 synset
restore,touch on,Open English WordNet 2025 synset
restrain,confine,Open English WordNet 2025 synset
restrain,constrain,Open English WordNet 2025 synset
restrain,cumber,Open English WordNet 2025 synset
restrain,encumber,Open English WordNet 2025 synset
restrain,hold,Open English WordNet 2025 synset
restrain,hold back,Open English WordNet 2025 synset
restrain,keep,Open English WordNet 2025 synset
restrain,keep back,Open English WordNet 2025 synset
restrained,guarded,Open English WordNet 2025 synset
restrained,moderate,Open English WordNet 2025 synset
restrained,reticent,Open English WordNet 2025 synset
restrained,unemotional,Open English WordNet 2025 synset
restrainer,controller,Open English WordNet 2025 synset
restraint,chasteness,Open English WordNet 2025 synset
restraint,constraint,Open English WordNet 2025 synset
restraint,control,Open English WordNet 2025 synset
restraint,simpleness,Open English WordNet 2025 synset
restraint,simplicity,Open English WordNet 2025 synset
restrict,bound,Open English WordNet 2025 synset
restrict,confine,Open English WordNet 2025 synset
restrict,curb,Open English WordNet 2025 synset
restrict,curtail,Open English WordNet 2025 synset
restrict,cut back,Open English WordNet 2025 synset
restrict,limit,Open English WordNet 2025 synset
restrict,throttle,Open English WordNet 2025 synset
restrict,trammel,Open English WordNet 2025 synset
restroom,comfort station,Open English WordNet 2025 synset
restroom,convenience,Open English WordNet 2025 synset
restroom,public convenience,Open English WordNet 2025 synset
restroom,public lavatory,Open English WordNet 2025 synset
restroom,public toilet,Open English WordNet 2025 synset
restroom,toilet facility,Open English WordNet 2025 synset
restroom,wash room,Open English WordNet 2025 synset
result,answer,Open English WordNet 2025 synset
result,consequence,Open English WordNet 2025 synset
result,effect,Open English WordNet 2025 synset
result,ensue,Open English WordNet 2025 synset
result,event,Open English WordNet 2025 synset
result,final result,Open English WordNet 2025 synset
result,issue,Open English WordNet 2025 synset
result,lead,Open English WordNet 2025 synset
result,leave,Open English WordNet 2025 synset
result,outcome,Open English WordNet 2025 synset
result,resolution,Open English WordNet 2025 synset
result,resultant,Open English WordNet 2025 synset
result,solution,Open English WordNet 2025 synset
result,solvent,Open English WordNet 2025 synset
result,termination,Open English WordNet 2025 synset
result,upshot,Open English WordNet 2025 synset
resultant,accompanying,Open English WordNet 2025 synset
resultant,attendant,Open English WordNet 2025 synset
resultant,collateral,Open English WordNet 2025 synset
resultant,concomitant,Open English WordNet 2025 synset
resultant,consequent,Open English WordNet 2025 synset
resultant,ensuant,Open English WordNet 2025 synset
resultant,final result,Open English WordNet 2025 synset
resultant,incidental,Open English WordNet 2025 synset
resultant,outcome,Open English WordNet 2025 synset
resultant,result,Open English WordNet 2025 synset
resultant,sequent,Open English WordNet 2025 synset
resultant,termination,Open English WordNet 2025 synset
resume,sketch,Open English WordNet 2025 synset
resume,sum up,Open English WordNet 2025 synset
resume,summarise,Open English WordNet 2025 synset
resume,summarize,Open English WordNet 2025 synset
resume,survey,Open English WordNet 2025 synset
resumption,recommencement,Open English WordNet 2025 synset
resupine,supine,Open English WordNet 2025 synset
resurgence,revitalisation,Open English WordNet 2025 synset
resurgence,revitalization,Open English WordNet 2025 synset
resurgence,revival,Open English WordNet 2025 synset
resurgence,revivification,Open English WordNet 2025 synset
resurgent,renascent,Open English WordNet 2025 synset
resurrect,raise,Open English WordNet 2025 synset
resurrect,revive,Open English WordNet 2025 synset
resurrect,rise,Open English WordNet 2025 synset
resurrect,upraise,Open English WordNet 2025 synset
resurrect,uprise,Open English WordNet 2025 synset
retail store,mercantile establishment,Open English WordNet 2025 synset
retail store,outlet,Open English WordNet 2025 synset
retail store,sales outlet,Open English WordNet 2025 synset
retain,continue,Open English WordNet 2025 synset
retain,hold,Open English WordNet 2025 synset
retain,hold back,Open English WordNet 2025 synset
retain,keep,Open English WordNet 2025 synset
retain,keep back,Open English WordNet 2025 synset
retain,keep on,Open English WordNet 2025 synset
retainer,servant,Open English WordNet 2025 synset
retake,recapture,Open English WordNet 2025 synset
retaliate,avenge,Open English WordNet 2025 synset
retaliate,revenge,Open English WordNet 2025 synset
retaliate,strike back,Open English WordNet 2025 synset
retaliation,revenge,Open English WordNet 2025 synset
retaliative,retaliatory,Open English WordNet 2025 synset
retaliative,retributive,Open English WordNet 2025 synset
retaliative,retributory,Open English WordNet 2025 synset
retaliative,vindicatory,Open English WordNet 2025 synset
retaliator,avenger,Open English WordNet 2025 synset
retaliatory,retaliative,Open English WordNet 2025 synset
retaliatory,retributive,Open English WordNet 2025 synset
retaliatory,retributory,Open English WordNet 2025 synset
retaliatory,vindicatory,Open English WordNet 2025 synset
retama raetam,genista raetam,Open English WordNet 2025 synset
retama raetam,juniper,Open English WordNet 2025 synset
retama raetam,juniper bush,Open English WordNet 2025 synset
retama raetam,raetam,Open English WordNet 2025 synset
retama raetam,retem,Open English WordNet 2025 synset
retard,changeling,Open English WordNet 2025 synset
retard,check,Open English WordNet 2025 synset
retard,cretin,Open English WordNet 2025 synset
retard,decelerate,Open English WordNet 2025 synset
retard,delay,Open English WordNet 2025 synset
retard,half-wit,Open English WordNet 2025 synset
retard,idiot,Open English WordNet 2025 synset
retard,imbecile,Open English WordNet 2025 synset
retard,moron,Open English WordNet 2025 synset
retard,slow,Open English WordNet 2025 synset
retard,slow down,Open English WordNet 2025 synset
retard,slow up,Open English WordNet 2025 synset
retardation,backwardness,Open English WordNet 2025 synset
retardation,deceleration,Open English WordNet 2025 synset
retardation,mental retardation,Open English WordNet 2025 synset
retardation,slowing,Open English WordNet 2025 synset
retardation,slowness,Open English WordNet 2025 synset
retardation,subnormality,Open English WordNet 2025 synset
retch,barf,Open English WordNet 2025 synset
retch,be sick,Open English WordNet 2025 synset
retch,cast,Open English WordNet 2025 synset
retch,cat,Open English WordNet 2025 synset
retch,chuck,Open English WordNet 2025 synset
retch,disgorge,Open English WordNet 2025 synset
retch,heave,Open English WordNet 2025 synset
retch,honk,Open English WordNet 2025 synset
retch,puke,Open English WordNet 2025 synset
retch,purge,Open English WordNet 2025 synset
retch,regorge,Open English WordNet 2025 synset
retch,regurgitate,Open English WordNet 2025 synset
retch,sick,Open English WordNet 2025 synset
retch,spew,Open English WordNet 2025 synset
retch,spue,Open English WordNet 2025 synset
retch,throw up,Open English WordNet 2025 synset
retch,upchuck,Open English WordNet 2025 synset
retch,vomit,Open English WordNet 2025 synset
retch,vomit up,Open English WordNet 2025 synset
retell,ingeminate,Open English WordNet 2025 synset
retell,iterate,Open English WordNet 2025 synset
retell,recite,Open English WordNet 2025 synset
retell,reiterate,Open English WordNet 2025 synset
retell,repeat,Open English WordNet 2025 synset
retell,restate,Open English WordNet 2025 synset
retem,genista raetam,Open English WordNet 2025 synset
retem,juniper,Open English WordNet 2025 synset
retem,juniper bush,Open English WordNet 2025 synset
retem,raetam,Open English WordNet 2025 synset
retem,retama raetam,Open English WordNet 2025 synset
retention,holding,Open English WordNet 2025 synset
retention,keeping,Open English WordNet 2025 synset
retention,memory,Open English WordNet 2025 synset
retention,retentiveness,Open English WordNet 2025 synset
retention,retentivity,Open English WordNet 2025 synset
retentive,long,Open English WordNet 2025 synset
retentive,recollective,Open English WordNet 2025 synset
retentive,tenacious,Open English WordNet 2025 synset
retentiveness,memory,Open English WordNet 2025 synset
retentiveness,retention,Open English WordNet 2025 synset
retentiveness,retentivity,Open English WordNet 2025 synset
retentivity,memory,Open English WordNet 2025 synset
retentivity,retention,Open English WordNet 2025 synset
retentivity,retentiveness,Open English WordNet 2025 synset
rethink,afterthought,Open English WordNet 2025 synset
rethink,reconsideration,Open English WordNet 2025 synset
rethink,second thought,Open English WordNet 2025 synset
reticence,reserve,Open English WordNet 2025 synset
reticence,taciturnity,Open English WordNet 2025 synset
reticent,restrained,Open English WordNet 2025 synset
reticent,retiring,Open English WordNet 2025 synset
reticent,self-effacing,Open English WordNet 2025 synset
reticent,unemotional,Open English WordNet 2025 synset
reticent,untalkative,Open English WordNet 2025 synset
retinal cone,cone,Open English WordNet 2025 synset
retinal cone,cone cell,Open English WordNet 2025 synset
retinue,cortege,Open English WordNet 2025 synset
retinue,entourage,Open English WordNet 2025 synset
retinue,suite,Open English WordNet 2025 synset
retire,adjourn,Open English WordNet 2025 synset
retire,bed,Open English WordNet 2025 synset
retire,crawl in,Open English WordNet 2025 synset
retire,draw back,Open English WordNet 2025 synset
retire,go to bed,Open English WordNet 2025 synset
retire,go to sleep,Open English WordNet 2025 synset
retire,hit the hay,Open English WordNet 2025 synset
retire,hit the sack,Open English WordNet 2025 synset
retire,kip down,Open English WordNet 2025 synset
retire,move back,Open English WordNet 2025 synset
retire,pull away,Open English WordNet 2025 synset
retire,pull back,Open English WordNet 2025 synset
retire,put out,Open English WordNet 2025 synset
retire,recede,Open English WordNet 2025 synset
retire,retreat,Open English WordNet 2025 synset
retire,sack out,Open English WordNet 2025 synset
retire,strike out,Open English WordNet 2025 synset
retire,turn in,Open English WordNet 2025 synset
retire,withdraw,Open English WordNet 2025 synset
retirement,retreat,Open English WordNet 2025 synset
retirement benefit,old-age pension,Open English WordNet 2025 synset
retirement benefit,retirement check,Open English WordNet 2025 synset
retirement benefit,retirement fund,Open English WordNet 2025 synset
retirement benefit,retirement pension,Open English WordNet 2025 synset
retirement benefit,superannuation,Open English WordNet 2025 synset
retirement check,old-age pension,Open English WordNet 2025 synset
retirement check,retirement benefit,Open English WordNet 2025 synset
retirement check,retirement fund,Open English WordNet 2025 synset
retirement check,retirement pension,Open English WordNet 2025 synset
retirement check,superannuation,Open English WordNet 2025 synset
retirement fund,old-age pension,Open English WordNet 2025 synset
retirement fund,retirement benefit,Open English WordNet 2025 synset
retirement fund,retirement check,Open English WordNet 2025 synset
retirement fund,retirement pension,Open English WordNet 2025 synset
retirement fund,superannuation,Open English WordNet 2025 synset
retirement pension,old-age pension,Open English WordNet 2025 synset
retirement pension,retirement benefit,Open English WordNet 2025 synset
retirement pension,retirement check,Open English WordNet 2025 synset
retirement pension,retirement fund,Open English WordNet 2025 synset
retirement pension,superannuation,Open English WordNet 2025 synset
retiring,reticent,Open English WordNet 2025 synset
retiring,self-effacing,Open English WordNet 2025 synset
retool,revise,Open English WordNet 2025 synset
retort,come back,Open English WordNet 2025 synset
retort,comeback,Open English WordNet 2025 synset
retort,counter,Open English WordNet 2025 synset
retort,rejoin,Open English WordNet 2025 synset
retort,rejoinder,Open English WordNet 2025 synset
retort,repay,Open English WordNet 2025 synset
retort,replication,Open English WordNet 2025 synset
retort,return,Open English WordNet 2025 synset
retort,riposte,Open English WordNet 2025 synset
retrace,construct,Open English WordNet 2025 synset
retrace,reconstruct,Open English WordNet 2025 synset
retrace,trace,Open English WordNet 2025 synset
retract,abjure,Open English WordNet 2025 synset
retract,draw back,Open English WordNet 2025 synset
retract,draw in,Open English WordNet 2025 synset
retract,forswear,Open English WordNet 2025 synset
retract,pull back,Open English WordNet 2025 synset
retract,recant,Open English WordNet 2025 synset
retract,resile,Open English WordNet 2025 synset
retract,shrink back,Open English WordNet 2025 synset
retraction,abjuration,Open English WordNet 2025 synset
retraction,recantation,Open English WordNet 2025 synset
retreat,draw back,Open English WordNet 2025 synset
retreat,hideaway,Open English WordNet 2025 synset
retreat,move back,Open English WordNet 2025 synset
retreat,pull away,Open English WordNet 2025 synset
retreat,pull back,Open English WordNet 2025 synset
retreat,recede,Open English WordNet 2025 synset
retreat,retire,Open English WordNet 2025 synset
retreat,retirement,Open English WordNet 2025 synset
retreat,withdraw,Open English WordNet 2025 synset
retrenchment,curtailment,Open English WordNet 2025 synset
retrenchment,downsizing,Open English WordNet 2025 synset
retribution,payback,Open English WordNet 2025 synset
retribution,requital,Open English WordNet 2025 synset
retribution,vengeance,Open English WordNet 2025 synset
retributive,retaliative,Open English WordNet 2025 synset
retributive,retaliatory,Open English WordNet 2025 synset
retributive,retributory,Open English WordNet 2025 synset
retributive,vindicatory,Open English WordNet 2025 synset
retributory,retaliative,Open English WordNet 2025 synset
retributory,retaliatory,Open English WordNet 2025 synset
retributory,retributive,Open English WordNet 2025 synset
retributory,vindicatory,Open English WordNet 2025 synset
retrieval,recovery,Open English WordNet 2025 synset
retrieve,call back,Open English WordNet 2025 synset
retrieve,call up,Open English WordNet 2025 synset
retrieve,find,Open English WordNet 2025 synset
retrieve,recall,Open English WordNet 2025 synset
retrieve,recollect,Open English WordNet 2025 synset
retrieve,recover,Open English WordNet 2025 synset
retrieve,regain,Open English WordNet 2025 synset
retrieve,remember,Open English WordNet 2025 synset
retrieve,think,Open English WordNet 2025 synset
retrogression,degeneration,Open English WordNet 2025 synset
retrogression,regress,Open English WordNet 2025 synset
retrogression,regression,Open English WordNet 2025 synset
retrogression,retroversion,Open English WordNet 2025 synset
retrogression,reversion,Open English WordNet 2025 synset
retroversion,regress,Open English WordNet 2025 synset
retroversion,regression,Open English WordNet 2025 synset
retroversion,retrogression,Open English WordNet 2025 synset
retroversion,reversion,Open English WordNet 2025 synset
retrovert,regress,Open English WordNet 2025 synset
retrovert,return,Open English WordNet 2025 synset
retrovert,revert,Open English WordNet 2025 synset
retrovert,turn back,Open English WordNet 2025 synset
return,come back,Open English WordNet 2025 synset
return,comeback,Open English WordNet 2025 synset
return,coming back,Open English WordNet 2025 synset
return,counter,Open English WordNet 2025 synset
return,deliver,Open English WordNet 2025 synset
return,devolve,Open English WordNet 2025 synset
return,fall,Open English WordNet 2025 synset
return,getting even,Open English WordNet 2025 synset
return,give back,Open English WordNet 2025 synset
return,homecoming,Open English WordNet 2025 synset
return,income tax return,Open English WordNet 2025 synset
return,issue,Open English WordNet 2025 synset
return,pass,Open English WordNet 2025 synset
return,paying back,Open English WordNet 2025 synset
return,payoff,Open English WordNet 2025 synset
return,proceeds,Open English WordNet 2025 synset
return,reappearance,Open English WordNet 2025 synset
return,recurrence,Open English WordNet 2025 synset
return,refund,Open English WordNet 2025 synset
return,regaining,Open English WordNet 2025 synset
return,regress,Open English WordNet 2025 synset
return,rejoin,Open English WordNet 2025 synset
return,rejoinder,Open English WordNet 2025 synset
return,render,Open English WordNet 2025 synset
return,repay,Open English WordNet 2025 synset
return,replication,Open English WordNet 2025 synset
return,restitution,Open English WordNet 2025 synset
return,restoration,Open English WordNet 2025 synset
return,retort,Open English WordNet 2025 synset
return,retrovert,Open English WordNet 2025 synset
return,return key,Open English WordNet 2025 synset
return,revert,Open English WordNet 2025 synset
return,riposte,Open English WordNet 2025 synset
return,take,Open English WordNet 2025 synset
return,takings,Open English WordNet 2025 synset
return,tax return,Open English WordNet 2025 synset
return,turn back,Open English WordNet 2025 synset
return,yield,Open English WordNet 2025 synset
return key,return,Open English WordNet 2025 synset
reunify,reunite,Open English WordNet 2025 synset
reunite,reunify,Open English WordNet 2025 synset
rev,revolutions per minute,Open English WordNet 2025 synset
rev,rpm,Open English WordNet 2025 synset
revaluation,reappraisal,Open English WordNet 2025 synset
revaluation,reassessment,Open English WordNet 2025 synset
revaluation,review,Open English WordNet 2025 synset
revalue,appreciate,Open English WordNet 2025 synset
revalue,apprise,Open English WordNet 2025 synset
revalue,apprize,Open English WordNet 2025 synset
reveal,break,Open English WordNet 2025 synset
reveal,bring out,Open English WordNet 2025 synset
reveal,disclose,Open English WordNet 2025 synset
reveal,discover,Open English WordNet 2025 synset
reveal,divulge,Open English WordNet 2025 synset
reveal,expose,Open English WordNet 2025 synset
reveal,give away,Open English WordNet 2025 synset
reveal,let on,Open English WordNet 2025 synset
reveal,let out,Open English WordNet 2025 synset
reveal,uncover,Open English WordNet 2025 synset
reveal,unveil,Open English WordNet 2025 synset
reveal,unwrap,Open English WordNet 2025 synset
revealing,disclosure,Open English WordNet 2025 synset
revealing,revelation,Open English WordNet 2025 synset
revealing,telling,Open English WordNet 2025 synset
revealing,telltale,Open English WordNet 2025 synset
reveille,wake-up signal,Open English WordNet 2025 synset
revel,delight,Open English WordNet 2025 synset
revel,enjoy,Open English WordNet 2025 synset
revel,jollify,Open English WordNet 2025 synset
revel,make happy,Open English WordNet 2025 synset
revel,make merry,Open English WordNet 2025 synset
revel,make whoopee,Open English WordNet 2025 synset
revel,racket,Open English WordNet 2025 synset
revel,revelry,Open English WordNet 2025 synset
revel,wassail,Open English WordNet 2025 synset
revel,whoop it up,Open English WordNet 2025 synset
revelation,disclosure,Open English WordNet 2025 synset
revelation,divine revelation,Open English WordNet 2025 synset
revelation,revealing,Open English WordNet 2025 synset
revelatory,indicative,Open English WordNet 2025 synset
revelatory,indicatory,Open English WordNet 2025 synset
revelatory,significative,Open English WordNet 2025 synset
revelatory,suggestive,Open English WordNet 2025 synset
revelry,revel,Open English WordNet 2025 synset
revenge,avenge,Open English WordNet 2025 synset
revenge,retaliate,Open English WordNet 2025 synset
revenge,retaliation,Open English WordNet 2025 synset
revengeful,vengeful,Open English WordNet 2025 synset
revengeful,vindictive,Open English WordNet 2025 synset
revenue,gross,Open English WordNet 2025 synset
revenue,receipts,Open English WordNet 2025 synset
revenue,tax income,Open English WordNet 2025 synset
revenue,tax revenue,Open English WordNet 2025 synset
revenue,taxation,Open English WordNet 2025 synset
revenue enhancement,tax,Open English WordNet 2025 synset
revenue enhancement,taxation,Open English WordNet 2025 synset
revenue stamp,stamp,Open English WordNet 2025 synset
reverberance,plangency,Open English WordNet 2025 synset
reverberance,resonance,Open English WordNet 2025 synset
reverberance,ringing,Open English WordNet 2025 synset
reverberance,sonority,Open English WordNet 2025 synset
reverberance,sonorousness,Open English WordNet 2025 synset
reverberance,vibrancy,Open English WordNet 2025 synset
reverberate,bounce,Open English WordNet 2025 synset
reverberate,bound,Open English WordNet 2025 synset
reverberate,echo,Open English WordNet 2025 synset
reverberate,rebound,Open English WordNet 2025 synset
reverberate,recoil,Open English WordNet 2025 synset
reverberate,reflect,Open English WordNet 2025 synset
reverberate,resile,Open English WordNet 2025 synset
reverberate,resound,Open English WordNet 2025 synset
reverberate,ricochet,Open English WordNet 2025 synset
reverberate,ring,Open English WordNet 2025 synset
reverberate,spring,Open English WordNet 2025 synset
reverberate,take a hop,Open English WordNet 2025 synset
reverberating,resonant,Open English WordNet 2025 synset
reverberating,resonating,Open English WordNet 2025 synset
reverberating,resounding,Open English WordNet 2025 synset
reverberating,reverberative,Open English WordNet 2025 synset
reverberation,echo,Open English WordNet 2025 synset
reverberation,repercussion,Open English WordNet 2025 synset
reverberation,replication,Open English WordNet 2025 synset
reverberation,sound reflection,Open English WordNet 2025 synset
reverberative,resonant,Open English WordNet 2025 synset
reverberative,resonating,Open English WordNet 2025 synset
reverberative,resounding,Open English WordNet 2025 synset
reverberative,reverberating,Open English WordNet 2025 synset
revere,fear,Open English WordNet 2025 synset
revere,hero-worship,Open English WordNet 2025 synset
revere,idolise,Open English WordNet 2025 synset
revere,idolize,Open English WordNet 2025 synset
revere,reverence,Open English WordNet 2025 synset
revere,venerate,Open English WordNet 2025 synset
revere,worship,Open English WordNet 2025 synset
revered,august,Open English WordNet 2025 synset
revered,venerable,Open English WordNet 2025 synset
reverence,awe,Open English WordNet 2025 synset
reverence,fear,Open English WordNet 2025 synset
reverence,revere,Open English WordNet 2025 synset
reverence,venerate,Open English WordNet 2025 synset
reverence,veneration,Open English WordNet 2025 synset
reverend,sublime,Open English WordNet 2025 synset
reverent,godly,Open English WordNet 2025 synset
reverent,worshipful,Open English WordNet 2025 synset
reverential,respectful,Open English WordNet 2025 synset
reverential,venerating,Open English WordNet 2025 synset
reverie,air castle,Open English WordNet 2025 synset
reverie,castle in spain,Open English WordNet 2025 synset
reverie,castle in the air,Open English WordNet 2025 synset
reverie,daydream,Open English WordNet 2025 synset
reverie,daydreaming,Open English WordNet 2025 synset
reverie,oneirism,Open English WordNet 2025 synset
reverie,revery,Open English WordNet 2025 synset
reversal,about-face,Open English WordNet 2025 synset
reversal,black eye,Open English WordNet 2025 synset
reversal,blow,Open English WordNet 2025 synset
reversal,change of mind,Open English WordNet 2025 synset
reversal,flip-flop,Open English WordNet 2025 synset
reversal,policy change,Open English WordNet 2025 synset
reversal,reverse,Open English WordNet 2025 synset
reversal,reversion,Open English WordNet 2025 synset
reversal,setback,Open English WordNet 2025 synset
reversal,transposition,Open English WordNet 2025 synset
reversal,turn around,Open English WordNet 2025 synset
reversal,turnabout,Open English WordNet 2025 synset
reversal,turnaround,Open English WordNet 2025 synset
reversal,volte-face,Open English WordNet 2025 synset
reverse,annul,Open English WordNet 2025 synset
reverse,black eye,Open English WordNet 2025 synset
reverse,blow,Open English WordNet 2025 synset
reverse,change by reversal,Open English WordNet 2025 synset
reverse,countermand,Open English WordNet 2025 synset
reverse,inverse,Open English WordNet 2025 synset
reverse,invert,Open English WordNet 2025 synset
reverse,lift,Open English WordNet 2025 synset
reverse,override,Open English WordNet 2025 synset
reverse,overrule,Open English WordNet 2025 synset
reverse,overthrow,Open English WordNet 2025 synset
reverse,overturn,Open English WordNet 2025 synset
reverse,repeal,Open English WordNet 2025 synset
reverse,rescind,Open English WordNet 2025 synset
reverse,reversal,Open English WordNet 2025 synset
reverse,reversion,Open English WordNet 2025 synset
reverse,revoke,Open English WordNet 2025 synset
reverse,setback,Open English WordNet 2025 synset
reverse,turn,Open English WordNet 2025 synset
reverse,turn back,Open English WordNet 2025 synset
reverse,turnabout,Open English WordNet 2025 synset
reverse,turnaround,Open English WordNet 2025 synset
reverse,vacate,Open English WordNet 2025 synset
reverse lightning,blue jet,Open English WordNet 2025 synset
reverse lightning,jet,Open English WordNet 2025 synset
reversible,two-sided,Open English WordNet 2025 synset
reversion,backsliding,Open English WordNet 2025 synset
reversion,lapse,Open English WordNet 2025 synset
reversion,lapsing,Open English WordNet 2025 synset
reversion,regress,Open English WordNet 2025 synset
reversion,regression,Open English WordNet 2025 synset
reversion,relapse,Open English WordNet 2025 synset
reversion,relapsing,Open English WordNet 2025 synset
reversion,retrogression,Open English WordNet 2025 synset
reversion,retroversion,Open English WordNet 2025 synset
reversion,reversal,Open English WordNet 2025 synset
reversion,reverse,Open English WordNet 2025 synset
reversion,reverting,Open English WordNet 2025 synset
reversion,turnabout,Open English WordNet 2025 synset
reversion,turnaround,Open English WordNet 2025 synset
revert,regress,Open English WordNet 2025 synset
revert,retrovert,Open English WordNet 2025 synset
revert,return,Open English WordNet 2025 synset
revert,turn back,Open English WordNet 2025 synset
reverting,backsliding,Open English WordNet 2025 synset
reverting,lapse,Open English WordNet 2025 synset
reverting,lapsing,Open English WordNet 2025 synset
reverting,relapse,Open English WordNet 2025 synset
reverting,relapsing,Open English WordNet 2025 synset
reverting,reversion,Open English WordNet 2025 synset
revery,air castle,Open English WordNet 2025 synset
revery,castle in spain,Open English WordNet 2025 synset
revery,castle in the air,Open English WordNet 2025 synset
revery,daydream,Open English WordNet 2025 synset
revery,daydreaming,Open English WordNet 2025 synset
revery,oneirism,Open English WordNet 2025 synset
revery,reverie,Open English WordNet 2025 synset
review,brush up,Open English WordNet 2025 synset
review,brushup,Open English WordNet 2025 synset
review,critical review,Open English WordNet 2025 synset
review,critique,Open English WordNet 2025 synset
review,follow-up,Open English WordNet 2025 synset
review,followup,Open English WordNet 2025 synset
review,inspection,Open English WordNet 2025 synset
review,limited review,Open English WordNet 2025 synset
review,reappraisal,Open English WordNet 2025 synset
review,reassessment,Open English WordNet 2025 synset
review,recap,Open English WordNet 2025 synset
review,recapitulation,Open English WordNet 2025 synset
review,reexamination,Open English WordNet 2025 synset
review,refresh,Open English WordNet 2025 synset
review,revaluation,Open English WordNet 2025 synset
review,review article,Open English WordNet 2025 synset
review,revue,Open English WordNet 2025 synset
review article,critical review,Open English WordNet 2025 synset
review article,critique,Open English WordNet 2025 synset
review article,review,Open English WordNet 2025 synset
reviewer,commentator,Open English WordNet 2025 synset
reviewer,reader,Open English WordNet 2025 synset
reviewer,referee,Open English WordNet 2025 synset
revile,rail,Open English WordNet 2025 synset
revile,vilify,Open English WordNet 2025 synset
revile,vituperate,Open English WordNet 2025 synset
revilement,abuse,Open English WordNet 2025 synset
revilement,contumely,Open English WordNet 2025 synset
