question_uuid,question_id,subject_uuid,subject_id,equivalent_no,question_text,answer_template,option_a,option_b,option_c,option_d,option_count,is_active
45430c17-6977-5f55-9919-b28e27f8ebfb,S77_Q027,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,27,"The assumptions were violated. ___, the estimate is unreliable.","___, the estimate is unreliable.",Admittedly,Similarly,Hence,Accordingly,4,true
4e16d1f3-1b2e-556e-9b12-324ca4edfd0c,S77_Q028,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,28,Choose a connector expressing emphasis.,___,Thus,In addition,On the other hand,Indeed,4,true
d18f8416-cb2c-531e-bee4-dacf77ed730d,S77_Q029,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,29,"In academic prose, which marker best signals example?",___,In other words,Despite this,For instance,Nevertheless,4,true
b01284b0-8c8c-5936-b441-b52d481f3d28,S77_Q030,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,30,Select the cohesive device that means 'result'.,___,Furthermore,Consequently,Conversely,Moreover,4,true
7f7602d9-1e8e-5be4-aaf6-ab3f217814ef,S77_Q031,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,31,What discourse function does 'Nonetheless' usually express?,___,contrast,time sequence,result,,3,true
9f152bb9-6307-5333-8fea-b35df36a5c92,S77_Q032,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,32,"The evidence is limited. ___, the finding is worth investigating.","___, the finding is worth investigating.",Accordingly,Admittedly,Nonetheless,By contrast,4,true
d1eb1925-836d-557b-8fa0-7568063d07e5,S77_Q033,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,33,Choose a connector expressing addition.,___,On the other hand,For instance,In addition,Thus,4,true
92fa47c8-418b-5c79-9869-e78416d42804,S77_Q034,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,34,"In academic prose, which marker best signals reformulation?",___,Despite this,Nevertheless,Consequently,In other words,4,true
e3f97300-8380-5f46-9270-4328ad9fa194,S77_Q035,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,35,Select the cohesive device that means 'addition'.,___,Conversely,Furthermore,Moreover,Hence,4,true
b5f28f0b-8850-5fbb-9e0c-afd6d3fb3d84,S77_Q036,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,36,What discourse function does 'In contrast' usually express?,___,contrast,result,time sequence,similarity,4,true
aa3cd69f-7804-5079-a434-845fb9d568f8,S77_Q037,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,37,"Exports rose. ___, imports fell.","___, imports fell.",By contrast,Indeed,Accordingly,In contrast,4,true
f74c0441-25c1-5374-82d6-ad34962a1baf,S77_Q038,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,38,Choose a connector expressing contrast.,___,For instance,On the other hand,In other words,Thus,4,true
49b1c128-14de-5447-8ade-6fb4a8de83b8,S77_Q039,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,39,"In academic prose, which marker best signals contrast?",___,Moreover,Despite this,Consequently,Nevertheless,4,true
da4bfc8c-547c-5d76-ae37-9becd73d3244,S77_Q040,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,40,Select the cohesive device that means 'opposite perspective'.,___,Furthermore,Nonetheless,Hence,Conversely,4,true
1e88abb0-4861-5a28-ae6c-783f6c63d214,S77_Q041,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,41,What discourse function does 'Therefore' usually express?,___,concession,result,time sequence,similarity,4,true
3eba0c89-82f6-5d6d-911d-5b17e87aa209,S77_Q042,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,42,"The deadline was missed. ___, the launch was postponed.","___, the launch was postponed.",Therefore,Indeed,By contrast,In addition,4,true
f4cb98b0-55e1-5399-91a2-862d7ad554fd,S77_Q043,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,43,Choose a connector expressing result.,___,In other words,Despite this,For instance,Thus,4,true
50e64c95-c606-51c4-9270-9b9ba4bdbbb4,S77_Q044,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,44,"In academic prose, which marker best signals contrast?",___,Nevertheless,Conversely,Consequently,Moreover,4,true
2ed2f561-3ea8-5028-b814-ea8e6a4ddb2a,S77_Q045,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,45,Select the cohesive device that means 'addition'.,___,Nonetheless,In contrast,Furthermore,Hence,4,true
a070ef7d-d362-561c-ae61-3686c43cdf76,S77_Q046,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,46,What discourse function does 'Similarly' usually express?,___,concession,similarity,result,time sequence,4,true
9d9ade30-a7eb-544e-a1a1-bca28975e244,S77_Q047,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,47,"Region A experienced strong growth. ___, Region B expanded rapidly.","___, Region B expanded rapidly.",Similarly,In addition,Indeed,On the other hand,4,true
935bd096-8360-5203-9c58-f8867fba3ea1,S77_Q048,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,48,Choose a connector expressing example.,___,In other words,Nevertheless,For instance,Despite this,4,true
be512a34-064e-52e8-a623-b0c396936432,S77_Q049,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,49,"In academic prose, which marker best signals result?",___,Moreover,Consequently,Conversely,Furthermore,4,true
8d5b9db6-fdaf-5681-8374-95139388ebdb,S77_Q050,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,50,Select the cohesive device that means 'result'.,___,In contrast,Nonetheless,Hence,Therefore,4,true
785f1c56-a6d9-5ab5-8ee8-9f23a8bb8104,S77_Q051,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,51,What discourse function does 'Admittedly' usually express?,___,result,time sequence,contrast,concession,4,true
0ccea669-feef-534b-b027-41deab759752,S77_Q052,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,52,"___, the model has limitations; however, it remains useful.","___, the model has limitations; however, it remains useful.",Admittedly,Thus,On the other hand,In addition,4,true
bd0ff7a4-4b60-5e99-84dd-bacfbb5faaa3,S77_Q053,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,53,Choose a connector expressing reformulation.,___,Despite this,Nevertheless,Consequently,In other words,4,true
99dc4910-3097-5906-8563-dccf1b8515be,S77_Q054,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,54,"In academic prose, which marker best signals addition?",___,Furthermore,Conversely,Moreover,Hence,4,true
6957c675-a46e-56af-93f8-31debf9572e9,S77_Q055,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,55,Select the cohesive device that means 'contrast'.,___,Nonetheless,In contrast,Therefore,Similarly,4,true
d1d4d38e-462a-5e40-aba9-0c19427c12a7,S77_Q056,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,56,What discourse function does 'Accordingly' usually express?,___,emphasis,result,time sequence,contrast,4,true
e77156a1-484a-5ab6-b78f-18ca883c8075,S77_Q057,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,57,"The risk increased. ___, the team strengthened controls.","___, the team strengthened controls.",On the other hand,Accordingly,For instance,Thus,4,true
bd508ad9-8d17-53b9-8f07-fe437914cb58,S77_Q058,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,58,Choose a connector expressing contrast.,___,Nevertheless,Consequently,Despite this,Moreover,4,true
a3dc3469-b3c0-56de-acc4-1924ab62f998,S77_Q059,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,59,"In academic prose, which marker best signals opposite perspective?",___,Conversely,Hence,Nonetheless,Furthermore,4,true
b643fc2c-f4e4-5b41-b3f3-9e87e0692d31,S77_Q060,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,60,Select the cohesive device that means 'contrast'.,___,Similarly,Admittedly,Therefore,In contrast,4,true
54b7844e-a110-5575-a90d-add3060e84be,S77_Q061,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,61,What discourse function does 'By contrast' usually express?,___,time sequence,contrast,emphasis,addition,4,true
8e776114-45da-59dc-b460-8cb080fa0f4e,S77_Q062,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,62,"Large firms expanded. ___, small firms contracted.","___, small firms contracted.",Thus,In other words,For instance,By contrast,4,true
fcc978af-5c49-5924-be1b-4bd3594cad15,S77_Q063,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,63,Choose a connector expressing contrast.,___,Moreover,Consequently,Nevertheless,Conversely,4,true
4a12258f-5900-556f-ad5f-47d7b20b5078,S77_Q064,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,64,"In academic prose, which marker best signals addition?",___,Nonetheless,Furthermore,Hence,In contrast,4,true
2b3f1cfd-baa1-5272-a2a4-6bcb9840ecb0,S77_Q065,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,65,Select the cohesive device that means 'result'.,___,Admittedly,Therefore,Similarly,Accordingly,4,true
905ea30c-4df5-540a-be13-139656fe5a99,S77_Q066,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,66,What discourse function does 'Indeed' usually express?,___,time sequence,contrast,emphasis,addition,4,true
b33e1783-c1c0-55f4-9b53-40f7b62d87f9,S77_Q067,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,67,"The change is significant. ___, it is the largest in a decade.","___, it is the largest in a decade.",Despite this,Indeed,In other words,For instance,4,true
968ce75c-08f5-56b5-920b-2c5526e7c389,S77_Q068,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,68,Choose a connector expressing result.,___,Moreover,Furthermore,Conversely,Consequently,4,true
551e9c9a-c60d-5232-9415-be856f1b28a4,S77_Q069,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,69,"In academic prose, which marker best signals result?",___,Nonetheless,Hence,Therefore,In contrast,4,true
f8621d29-4bfa-51a3-8067-821db5150a4c,S77_Q070,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,70,Select the cohesive device that means 'similarity'.,___,By contrast,Similarly,Admittedly,Accordingly,4,true
6bb5808e-8c46-5987-bec2-ae940487d593,S77_Q071,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,71,What discourse function does 'In addition' usually express?,___,contrast,time sequence,result,addition,4,true
963c551a-7efb-5acb-9f2c-625dce15dcaa,S77_Q072,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,72,"The report includes national totals. ___, it provides regional estimates.","___, it provides regional estimates.",Nevertheless,In other words,In addition,Despite this,4,true
5c461e00-6062-5030-9cec-d159107d7a71,S77_Q073,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,73,Choose a connector expressing addition.,___,Hence,Conversely,Furthermore,Moreover,4,true
962d7540-7b47-569c-8982-302ba054b9a6,S77_Q074,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,74,"In academic prose, which marker best signals contrast?",___,Similarly,Nonetheless,In contrast,Therefore,4,true
0028f40b-b0df-5411-99d6-551d6ce2fb83,S77_Q075,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,75,Select the cohesive device that means 'concession'.,___,Accordingly,By contrast,Indeed,Admittedly,4,true
ceea3c1b-78d3-5e8b-8e49-f16d5b955f42,S77_Q076,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,76,What discourse function does 'On the other hand' usually express?,___,time sequence,example,result,contrast,4,true
f12fb4cb-6804-50ef-9122-a46279fa121d,S77_Q077,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,77,"Automation saves time. ___, implementation can be expensive.","___, implementation can be expensive.",Nevertheless,Consequently,On the other hand,Despite this,4,true
def96292-bb33-5f77-92a8-de22bffc2a0a,S77_Q078,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,78,Choose a connector expressing opposite perspective.,___,Conversely,Nonetheless,Furthermore,Hence,4,true
b1b6c2b6-fac6-506e-8159-a57219d7ef36,S77_Q079,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,79,"In academic prose, which marker best signals contrast?",___,Therefore,Admittedly,Similarly,In contrast,4,true
1dd12fc7-414e-574f-aa6b-c2025f940445,S77_Q080,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,80,Select the cohesive device that means 'result'.,___,By contrast,In addition,Indeed,Accordingly,4,true
ba4d856f-dcab-59c5-abd7-3edf880d2161,S77_Q081,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,81,What discourse function does 'Thus' usually express?,___,example,time sequence,reformulation,result,4,true
9a25547b-d525-5479-8073-235164bf458b,S77_Q082,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,82,"The data were incomplete. ___, the analysis was delayed.","___, the analysis was delayed.",Nevertheless,Thus,Consequently,Moreover,4,true
012183dd-fd3b-55fd-82c2-e821473a22eb,S77_Q083,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,83,Choose a connector expressing addition.,___,Hence,In contrast,Furthermore,Nonetheless,4,true
701ece55-b904-5d11-a036-8eaadd1a22d1,S77_Q084,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,84,"In academic prose, which marker best signals result?",___,Therefore,Similarly,Admittedly,Accordingly,4,true
c8c72cae-c7b6-5abf-a182-e8b5f9ff4fee,S77_Q085,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,85,Select the cohesive device that means 'contrast'.,___,By contrast,On the other hand,Indeed,In addition,4,true
a838990b-e46a-553e-ab0e-eb55cd03284e,S77_Q086,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,86,What discourse function does 'For instance' usually express?,___,time sequence,contrast,example,reformulation,4,true
e30ca3dd-64f9-57a2-a568-2e2bda92865a,S77_Q087,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,87,"Several costs can be reduced. ___, printing can be eliminated.","___, printing can be eliminated.",Conversely,Moreover,Consequently,For instance,4,true
cdddeb65-8efc-52e4-84db-79e963bf5010,S77_Q088,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,88,Choose a connector expressing result.,___,Nonetheless,In contrast,Hence,Therefore,4,true
4fe53c51-8644-5c3c-8c1b-6e00bae36a30,S77_Q089,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,89,"In academic prose, which marker best signals similarity?",___,Similarly,Admittedly,By contrast,Accordingly,4,true
23374a59-0223-5e65-ad9e-e089c06572a9,S77_Q090,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,90,Select the cohesive device that means 'emphasis'.,___,On the other hand,Thus,In addition,Indeed,4,true
37597e52-4759-5168-ba22-b30c48648da9,S77_Q091,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,91,What discourse function does 'In other words' usually express?,___,time sequence,contrast,reformulation,,3,true
fd9998ba-2570-5a36-bb38-4d6ebbeedb49,S77_Q092,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,92,"The estimate is provisional. ___, it may change after validation.","___, it may change after validation.",Furthermore,In other words,Conversely,Moreover,4,true
3e43d2e6-604a-5127-81f2-53b575d6f276,S77_Q093,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,93,Choose a connector expressing contrast.,___,Similarly,Nonetheless,In contrast,Therefore,4,true
cd0d0ce0-2868-5000-89c0-2c2bcc151f5b,S77_Q094,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,94,"In academic prose, which marker best signals concession?",___,Indeed,By contrast,Admittedly,Accordingly,4,true
c5ce3e39-64bd-5194-b537-220bdab7af6c,S77_Q095,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,95,Select the cohesive device that means 'addition'.,___,On the other hand,For instance,In addition,Thus,4,true
30eb1a2b-0a0f-55a1-9067-1745c0b732be,S77_Q096,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,96,What discourse function does 'Despite this' usually express?,___,result,time sequence,contrast,,3,true
82224fa1-b02d-5da2-a69b-7a0a7a31f77d,S77_Q097,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,97,"The policy was unpopular. ___, it remained in force.","___, it remained in force.",Despite this,Conversely,Hence,Furthermore,4,true
bd668673-862e-5b62-8d68-e398623fff74,S77_Q098,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,98,Choose a connector expressing contrast.,___,Admittedly,In contrast,Similarly,Therefore,4,true
f90cfbe0-df96-5746-ab0e-6a643b6ba889,S77_Q099,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,99,"In academic prose, which marker best signals result?",___,Accordingly,By contrast,In addition,Indeed,4,true
4c419b9b-ee1f-52b1-9b63-aa7ca6e7a0c3,S77_Q100,6e7e0e9b-5f93-5ec5-b3e0-60855233abbb,77,100,Select the cohesive device that means 'contrast'.,___,On the other hand,For instance,Thus,In other words,4,true
eef28991-0938-5f62-ac30-728ae118ce4b,S78_Q001,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,1,Choose the sentence with the same meaning as: 'I last saw Sara three years ago.',___,I have never visited Rome before.,I last saw Sara three years ago.,The box wasn't light enough for me to lift.,I haven't seen Sara for three years.,4,true
165872e8-6225-5dbe-8ecc-392b2581ff6a,S78_Q002,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,2,Rewrite without changing meaning: 'I regret not taking the opportunity.',___,I regret not taking the opportunity.,We haven't met since June.,I wish I had taken the opportunity.,He has worked here for five years.,4,true
6eab77d7-86ae-5663-97ae-95e98310c041,S78_Q003,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,3,Which transformation preserves the meaning? 'People believe the painting is genuine.',___,People believe the painting is genuine.,The painting is believed to be genuine.,She isn't old enough to drive.,"If I had studied, I might not have failed the exam.",4,true
06b73d9f-5f82-5743-adcd-0b37bcf1d4a2,S78_Q004,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,4,Select the equivalent sentence: 'We don't need to book; there are plenty of seats.',___,You should check the figures.,We don't need to book; there are plenty of seats.,We were made to stay late by the manager.,We needn't book because there are plenty of seats.,4,true
4f4e67ba-8939-50d8-8144-e8b2a834ce08,S78_Q005,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,5,Complete the advanced transformation of: 'It wasn't necessary for us to bring food.',___,We didn't need to bring food.,He may have forgotten the meeting.,It wasn't necessary for us to bring food.,They must complete the report by Friday.,4,true
15fc2fe4-93ea-56db-98f1-b9b9242840ef,S78_Q006,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,6,Choose the sentence with the same meaning as: 'This is the first time I have visited Rome.',___,The company is said to be expanding.,The box wasn't light enough for me to lift.,I have never visited Rome before.,This is the first time I have visited Rome.,4,true
a30e07ca-70f2-5588-a4f2-0344e2922a61,S78_Q007,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,7,Rewrite without changing meaning: 'The last time we met was in June.',___,He has worked here for five years.,The last time we met was in June.,The test was too difficult for anyone to finish early.,We haven't met since June.,4,true
ef48cdc9-91ec-56f8-af1a-3af0d5b420d1,S78_Q008,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,8,"Which transformation preserves the meaning? 'I didn't study, so I failed the exam.'",___,Only after I explained it twice did he understand.,"I didn't study, so I failed the exam.",She isn't old enough to drive.,"If I had studied, I might not have failed the exam.",4,true
391291fb-a9c5-5ca3-9bdc-ec3cf69c7338,S78_Q009,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,9,Select the equivalent sentence: 'I advise you to check the figures.',___,She would rather drink tea than coffee.,We were made to stay late by the manager.,I advise you to check the figures.,You should check the figures.,4,true
8f896acc-3a29-5e3b-94ed-c89c7c3b09eb,S78_Q010,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,10,Complete the advanced transformation of: 'The report must be completed by Friday.',___,He may have forgotten the meeting.,She can't be at home.,The report must be completed by Friday.,They must complete the report by Friday.,4,true
a2671952-6db2-59c9-8f52-cf54c0340c95,S78_Q011,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,11,Choose the sentence with the same meaning as: 'The box was too heavy for me to lift.',___,The company is said to be expanding.,I wish I had taken the opportunity.,The box was too heavy for me to lift.,The box wasn't light enough for me to lift.,4,true
8dc5fb31-773a-5ff2-b39e-953d8a732c89,S78_Q012,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,12,Rewrite without changing meaning: 'He started working here five years ago.',___,He started working here five years ago.,The test was too difficult for anyone to finish early.,The painting is believed to be genuine.,He has worked here for five years.,4,true
65747e46-b570-5e77-98e2-9f3d61499138,S78_Q013,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,13,Which transformation preserves the meaning? 'She is too young to drive.',___,We needn't book because there are plenty of seats.,She isn't old enough to drive.,She is too young to drive.,Only after I explained it twice did he understand.,4,true
9261fa55-6a6d-5092-8b52-0a335ea8c5c6,S78_Q014,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,14,Select the equivalent sentence: 'The manager forced us to stay late.',___,The manager forced us to stay late.,We were made to stay late by the manager.,She would rather drink tea than coffee.,We didn't need to bring food.,4,true
ad7fbd37-22c1-5438-b43e-7326131ea9fb,S78_Q015,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,15,Complete the advanced transformation of: 'Perhaps he forgot the meeting.',___,He may have forgotten the meeting.,She can't be at home.,Perhaps he forgot the meeting.,I haven't seen Sara for three years.,4,true
c762fb00-1b4f-5be4-90cb-2038195e3f9a,S78_Q016,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,16,Choose the sentence with the same meaning as: 'They say the company is expanding.',___,The company is said to be expanding.,We haven't met since June.,I wish I had taken the opportunity.,They say the company is expanding.,4,true
497de739-5b4d-5afb-847b-a206eb18e153,S78_Q017,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,17,Rewrite without changing meaning: 'The test was so difficult that nobody finished early.',___,The test was too difficult for anyone to finish early.,"If I had studied, I might not have failed the exam.",The painting is believed to be genuine.,The test was so difficult that nobody finished early.,4,true
97be08dd-8c9f-5d33-937d-2f21a75a7533,S78_Q018,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,18,Which transformation preserves the meaning? 'He only understood after I explained it twice.',___,We needn't book because there are plenty of seats.,Only after I explained it twice did he understand.,You should check the figures.,He only understood after I explained it twice.,4,true
e6ccc1db-7752-594f-b33f-2f74e6c00147,S78_Q019,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,19,Select the equivalent sentence: 'She prefers tea to coffee.',___,She prefers tea to coffee.,They must complete the report by Friday.,We didn't need to bring food.,She would rather drink tea than coffee.,4,true
24aafe13-3bcc-50ab-b874-79a6797c7efd,S78_Q020,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,20,Complete the advanced transformation of: 'I am sure she isn't at home.',___,She can't be at home.,I am sure she isn't at home.,I haven't seen Sara for three years.,I have never visited Rome before.,4,true
b6227fcc-a3d1-5f34-a4b1-20dcf8b38bcc,S78_Q021,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,21,Choose the sentence with the same meaning as: 'I regret not taking the opportunity.',___,I wish I had taken the opportunity.,We haven't met since June.,I regret not taking the opportunity.,He has worked here for five years.,4,true
f2ddea0d-152f-5816-bb81-ebfa4a940263,S78_Q022,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,22,Rewrite without changing meaning: 'People believe the painting is genuine.',___,"If I had studied, I might not have failed the exam.",The painting is believed to be genuine.,She isn't old enough to drive.,People believe the painting is genuine.,4,true
818462ee-9146-5aae-9e97-cb27b9e8928c,S78_Q023,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,23,Which transformation preserves the meaning? 'We don't need to book; there are plenty of seats.',___,We needn't book because there are plenty of seats.,We don't need to book; there are plenty of seats.,We were made to stay late by the manager.,You should check the figures.,4,true
51848ec4-a914-5597-9f1e-409d8539cdd5,S78_Q024,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,24,Select the equivalent sentence: 'It wasn't necessary for us to bring food.',___,He may have forgotten the meeting.,It wasn't necessary for us to bring food.,They must complete the report by Friday.,We didn't need to bring food.,4,true
0a452bf4-5cf2-5853-a99b-659ad513f675,S78_Q025,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,25,Complete the advanced transformation of: 'I last saw Sara three years ago.',___,I have never visited Rome before.,The box wasn't light enough for me to lift.,I last saw Sara three years ago.,I haven't seen Sara for three years.,4,true
cce46d6b-c583-5eed-8d23-8edbf328ca6d,S78_Q026,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,26,Choose the sentence with the same meaning as: 'The last time we met was in June.',___,We haven't met since June.,He has worked here for five years.,The test was too difficult for anyone to finish early.,The last time we met was in June.,4,true
4adaa3d1-2e43-5fb4-9c31-8fd1ee45a451,S78_Q027,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,27,"Rewrite without changing meaning: 'I didn't study, so I failed the exam.'",___,"If I had studied, I might not have failed the exam.",Only after I explained it twice did he understand.,"I didn't study, so I failed the exam.",She isn't old enough to drive.,4,true
e07c9f0b-80c5-5a2e-8057-7d114dcfcc78,S78_Q028,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,28,Which transformation preserves the meaning? 'I advise you to check the figures.',___,You should check the figures.,She would rather drink tea than coffee.,We were made to stay late by the manager.,I advise you to check the figures.,4,true
e13aa687-c6c3-5f17-87af-866910d0504f,S78_Q029,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,29,Select the equivalent sentence: 'The report must be completed by Friday.',___,She can't be at home.,The report must be completed by Friday.,He may have forgotten the meeting.,They must complete the report by Friday.,4,true
fa4edcdc-a99f-57a1-8697-ac5d6a2f6831,S78_Q030,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,30,Complete the advanced transformation of: 'This is the first time I have visited Rome.',___,I have never visited Rome before.,The box wasn't light enough for me to lift.,This is the first time I have visited Rome.,The company is said to be expanding.,4,true
b5f1aa1b-dece-5f7b-9a3f-59ad1701c24d,S78_Q031,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,31,Choose the sentence with the same meaning as: 'He started working here five years ago.',___,He started working here five years ago.,The test was too difficult for anyone to finish early.,The painting is believed to be genuine.,He has worked here for five years.,4,true
b43af339-450f-5295-9f7c-9bc8d6ce1365,S78_Q032,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,32,Rewrite without changing meaning: 'She is too young to drive.',___,Only after I explained it twice did he understand.,She is too young to drive.,We needn't book because there are plenty of seats.,She isn't old enough to drive.,4,true
f3350ae5-48b5-50e7-910d-ad71e0daff9a,S78_Q033,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,33,Which transformation preserves the meaning? 'The manager forced us to stay late.',___,We were made to stay late by the manager.,We didn't need to bring food.,The manager forced us to stay late.,She would rather drink tea than coffee.,4,true
7e1fba67-ba33-5c98-811c-dbb1cbf11856,S78_Q034,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,34,Select the equivalent sentence: 'Perhaps he forgot the meeting.',___,I haven't seen Sara for three years.,She can't be at home.,Perhaps he forgot the meeting.,He may have forgotten the meeting.,4,true
79bc76cb-a39c-5957-be74-3551971a2dff,S78_Q035,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,35,Complete the advanced transformation of: 'The box was too heavy for me to lift.',___,The box wasn't light enough for me to lift.,I wish I had taken the opportunity.,The box was too heavy for me to lift.,The company is said to be expanding.,4,true
63827033-cb1b-5c00-9b15-dc6ef3ea8d94,S78_Q036,56799fdd-0d94-5b2d-a4f1-5d0a80d255bf,78,36,Choose the sentence with the same meaning as: 'The test was so difficult that nobody finished early.',___,"If I had studied, I might not have failed the exam.",The painting is believed to be genuine.,The test was so difficult that nobody finished early.,The test was too difficult for anyone to finish early.,4,true
